epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
114,7594.95,0.42567,0.42739,0.27051,0.00328,0.15686,0.92049,0.93811,0.94663,0.9078,0.91209,0.92899,0.93543,0.82995,0.2324,0.55394,0.26363,0.0035,0,0.00040462,0.00040462,0.00040462
115,7659.79,0.42609,0.40435,0.26181,0.00327,0.15179,0.89313,0.93186,0.94583,0.90474,0.88679,0.92557,0.93972,0.83124,0.24865,0.43712,0.25072,0.0038,0,0.000397019,0.000397019,0.000397019
116,7726.79,0.41864,0.41663,0.26233,0.00309,0.1575,0.90994,0.91806,0.94141,0.90195,0.90412,0.91193,0.93381,0.82566,0.25002,0.55218,0.24621,0.00381,0,0.000389445,0.000389445,0.000389445
117,7793.06,0.40874,0.41656,0.25276,0.00321,0.1454,0.89685,0.9221,0.94259,0.89923,0.90871,0.89522,0.9348,0.82632,0.24274,0.54363,0.25886,0.00367,0,0.000381899,0.000381899,0.000381899
118,7858.85,0.41348,0.39045,0.24832,0.00313,0.14922,0.90396,0.9463,0.94588,0.90682,0.90203,0.92646,0.93561,0.83282,0.2473,0.55188,0.2351,0.00379,0,0.000374383,0.000374383,0.000374383
119,7925.05,0.41809,0.38993,0.26078,0.00311,0.15153,0.92065,0.92804,0.94765,0.90375,0.9123,0.91908,0.93215,0.82191,0.2424,0.68398,0.2713,0.00372,0,0.000366899,0.000366899,0.000366899
120,7991.33,0.41061,0.40803,0.25038,0.00312,0.16316,0.92007,0.94266,0.94838,0.90953,0.92869,0.91728,0.94117,0.8399,0.24187,0.58531,0.24881,0.00365,0,0.00035945,0.00035945,0.00035945
121,8057.32,0.40714,0.38777,0.24667,0.00303,0.16423,0.91399,0.93438,0.94512,0.9057,0.9056,0.92521,0.93677,0.8304,0.23811,0.57308,0.24585,0.00353,0,0.000352037,0.000352037,0.000352037
122,8124.11,0.40836,0.39564,0.2525,0.00306,0.15278,0.92338,0.93022,0.94925,0.91046,0.91491,0.92115,0.94003,0.83631,0.23954,0.57072,0.23258,0.00354,0,0.000344661,0.000344661,0.000344661
123,8189.49,0.41525,0.37688,0.26623,0.00314,0.18461,0.92045,0.93583,0.94608,0.90643,0.91306,0.92666,0.93865,0.83447,0.24321,0.74715,0.26519,0.00354,0,0.000337325,0.000337325,0.000337325
124,8256.12,0.41268,0.4006,0.25572,0.00305,0.15756,0.92512,0.91899,0.94262,0.90395,0.91907,0.9127,0.93372,0.83,0.23681,0.57265,0.25471,0.00347,0,0.00033003,0.00033003,0.00033003
125,8320.13,0.41059,0.41583,0.26651,0.00314,0.17482,0.90721,0.92666,0.9466,0.90874,0.90136,0.92037,0.93757,0.83159,0.23443,0.76976,0.24692,0.00346,0,0.000322778,0.000322778,0.000322778
126,8385.5,0.40436,0.39677,0.25281,0.00299,0.14238,0.91001,0.92954,0.94982,0.91172,0.90811,0.9194,0.94279,0.83656,0.23632,0.60128,0.22753,0.00355,0,0.000315572,0.000315572,0.000315572
127,8451.45,0.41424,0.4119,0.25484,0.00312,0.15285,0.92508,0.92256,0.95342,0.91249,0.91668,0.91399,0.94193,0.83256,0.23855,0.54039,0.25214,0.00353,0,0.000308412,0.000308412,0.000308412
128,8516.74,0.40025,0.38372,0.24341,0.00303,0.15002,0.90903,0.93055,0.94929,0.90814,0.90331,0.92426,0.93924,0.82951,0.23559,0.53035,0.25434,0.00361,0,0.0003013,0.0003013,0.0003013
129,8585.64,0.4122,0.39545,0.25708,0.00313,0.14432,0.91293,0.93474,0.95323,0.91064,0.90482,0.92612,0.94229,0.83594,0.23792,0.51678,0.24065,0.00355,0,0.000294239,0.000294239,0.000294239
130,8656.78,0.39629,0.40276,0.24253,0.00295,0.14151,0.89005,0.94601,0.94534,0.90686,0.88444,0.93979,0.93956,0.83458,0.23513,0.52676,0.24897,0.00344,0,0.00028723,0.00028723,0.00028723
131,8727.7,0.39851,0.40289,0.24444,0.00289,0.13287,0.90243,0.93208,0.94554,0.90515,0.89666,0.92578,0.93989,0.83803,0.24397,0.53569,0.24935,0.00366,0,0.000280275,0.000280275,0.000280275
132,8797.74,0.40352,0.3853,0.24214,0.00294,0.14122,0.87764,0.95895,0.94514,0.90435,0.88993,0.92561,0.93695,0.83132,0.23989,0.53162,0.26369,0.00368,0,0.000273375,0.000273375,0.000273375
133,8865.67,0.39839,0.41268,0.23879,0.0029,0.14789,0.91502,0.9375,0.94956,0.90795,0.9068,0.92888,0.93858,0.8307,0.23878,0.51254,0.24042,0.0036,0,0.000266532,0.000266532,0.000266532
134,8938.18,0.4029,0.3947,0.23708,0.00295,0.14882,0.90604,0.93426,0.94428,0.90605,0.90027,0.92799,0.93704,0.82928,0.23752,0.56892,0.25741,0.00348,0,0.000259748,0.000259748,0.000259748
135,9016.25,0.39961,0.40599,0.24426,0.00301,0.15344,0.92252,0.91877,0.94489,0.90785,0.91448,0.91266,0.93795,0.83014,0.23106,0.52861,0.26111,0.00342,0,0.000253024,0.000253024,0.000253024
136,9096.14,0.39858,0.38679,0.23471,0.00298,0.14573,0.93071,0.92101,0.94867,0.91057,0.92452,0.91491,0.94228,0.84052,0.23589,0.53354,0.25658,0.0035,0,0.000246363,0.000246363,0.000246363
137,9174.2,0.39233,0.37464,0.23944,0.00294,0.15675,0.92092,0.93674,0.94798,0.90862,0.91478,0.93065,0.94198,0.83222,0.23972,0.52406,0.24788,0.00361,0,0.000239766,0.000239766,0.000239766
138,9241.3,0.3959,0.38678,0.24862,0.00301,0.15061,0.91532,0.93419,0.9474,0.91002,0.90946,0.92789,0.94021,0.83258,0.23293,0.51934,0.25173,0.00339,0,0.000233234,0.000233234,0.000233234
139,9310.43,0.39494,0.38074,0.23128,0.00289,0.1356,0.9074,0.94474,0.9485,0.90977,0.90181,0.93845,0.94171,0.83386,0.23323,0.53214,0.2448,0.00334,0,0.000226769,0.000226769,0.000226769
140,9379.46,0.3919,0.37509,0.23259,0.00295,0.12725,0.92727,0.9316,0.94737,0.9076,0.92131,0.92535,0.93998,0.83109,0.23354,0.58604,0.25228,0.00338,0,0.000220372,0.000220372,0.000220372
141,9446.47,0.38446,0.39781,0.23293,0.00287,0.13721,0.91146,0.94856,0.94684,0.90882,0.90632,0.9414,0.94104,0.8364,0.22652,0.54178,0.24695,0.00323,0,0.000214046,0.000214046,0.000214046
142,9514.54,0.39094,0.38178,0.23171,0.00291,0.13684,0.89976,0.93911,0.9398,0.90143,0.89416,0.93282,0.933,0.82696,0.22879,0.592,0.26138,0.00318,0,0.000207792,0.000207792,0.000207792
143,9583.61,0.39257,0.39064,0.23363,0.00292,0.13041,0.90819,0.92633,0.94198,0.90496,0.90213,0.92025,0.93439,0.8299,0.22385,0.57845,0.25518,0.00317,0,0.000201611,0.000201611,0.000201611
144,9652.1,0.38839,0.37597,0.23332,0.00293,0.13733,0.91748,0.92898,0.94263,0.90791,0.91175,0.92264,0.93585,0.83049,0.23097,0.58086,0.23807,0.00337,0,0.000195505,0.000195505,0.000195505
145,9719.91,0.38612,0.3761,0.22825,0.00286,0.13729,0.92236,0.93545,0.94476,0.90971,0.91702,0.92844,0.93853,0.83266,0.23139,0.59176,0.2367,0.0034,0,0.000189475,0.000189475,0.000189475
146,9786.43,0.37977,0.36427,0.22392,0.00279,0.12382,0.93023,0.92612,0.94663,0.90934,0.92367,0.91982,0.94089,0.83808,0.23581,0.60164,0.23188,0.00339,0,0.000183523,0.000183523,0.000183523
147,9852.61,0.38434,0.361,0.22115,0.0028,0.1303,0.92534,0.91895,0.95027,0.91513,0.91934,0.91265,0.94375,0.83875,0.22661,0.60015,0.23637,0.00328,0,0.000177651,0.000177651,0.000177651
148,9918.4,0.38203,0.37415,0.22376,0.00278,0.12694,0.92155,0.92758,0.946,0.90766,0.91557,0.92128,0.93969,0.83491,0.22432,0.60291,0.21501,0.00327,0,0.000171859,0.000171859,0.000171859
149,9987.23,0.38237,0.38426,0.23328,0.00286,0.12905,0.92115,0.92379,0.94521,0.90809,0.91469,0.91786,0.93846,0.832,0.22793,0.61675,0.22745,0.00335,0,0.000166149,0.000166149,0.000166149
150,10055.1,0.38588,0.39048,0.2237,0.00275,0.13008,0.89996,0.93856,0.94592,0.9112,0.89423,0.93234,0.94013,0.83321,0.22851,0.62752,0.23236,0.00334,0,0.000160523,0.000160523,0.000160523
151,10124.5,0.38949,0.38081,0.22772,0.00276,0.12528,0.92185,0.92107,0.94823,0.91451,0.91587,0.91478,0.94195,0.83781,0.23053,0.6109,0.22941,0.0033,0,0.000154982,0.000154982,0.000154982
152,10191,0.38751,0.3882,0.223,0.00279,0.12492,0.92302,0.91787,0.94662,0.91285,0.91672,0.91168,0.94009,0.83343,0.2247,0.59911,0.2367,0.00322,0,0.000149527,0.000149527,0.000149527
153,10258.8,0.38099,0.35835,0.22285,0.00279,0.131,0.91344,0.92612,0.9443,0.91023,0.90734,0.92007,0.93855,0.82877,0.22662,0.59473,0.25561,0.00331,0,0.000144161,0.000144161,0.000144161
154,10325,0.37724,0.34961,0.21823,0.0028,0.13037,0.92597,0.92706,0.948,0.91402,0.91987,0.92111,0.94174,0.8322,0.23171,0.61032,0.2357,0.00342,0,0.000138883,0.000138883,0.000138883
155,10391.1,0.379,0.35357,0.21501,0.0028,0.12438,0.92536,0.93156,0.94809,0.91533,0.9195,0.92558,0.94263,0.83583,0.22544,0.60859,0.2227,0.00329,0,0.000133695,0.000133695,0.000133695
156,10456.2,0.37676,0.36609,0.21537,0.00275,0.13312,0.92748,0.91804,0.9483,0.91484,0.92112,0.91175,0.94269,0.8386,0.2222,0.59355,0.25013,0.00328,0,0.000128599,0.000128599,0.000128599
157,10524.1,0.38388,0.37612,0.22457,0.00278,0.12801,0.91397,0.933,0.94626,0.91149,0.90819,0.9267,0.93898,0.83258,0.227,0.58516,0.24965,0.00333,0,0.000123596,0.000123596,0.000123596
158,10589.4,0.38743,0.37838,0.22826,0.00277,0.13268,0.91669,0.92701,0.94449,0.90923,0.91062,0.92088,0.93759,0.82947,0.22829,0.58369,0.25126,0.00331,0,0.000118687,0.000118687,0.000118687
159,10653.2,0.38305,0.36105,0.22387,0.00282,0.13084,0.91199,0.9365,0.94367,0.90765,0.90191,0.92762,0.93573,0.82864,0.22382,0.59447,0.26105,0.00326,0,0.000113873,0.000113873,0.000113873
160,10716.2,0.37196,0.37699,0.21971,0.00273,0.133,0.91769,0.93186,0.94372,0.90777,0.90912,0.92269,0.93539,0.8301,0.22663,0.59785,0.25848,0.00335,0,0.000109156,0.000109156,0.000109156
161,10781.7,0.37424,0.3726,0.22076,0.00272,0.12435,0.92065,0.9294,0.94584,0.91039,0.9148,0.9231,0.93969,0.83394,0.21993,0.60596,0.25373,0.0032,0,0.000104537,0.000104537,0.000104537
162,10848.3,0.37608,0.36441,0.22324,0.00274,0.13782,0.9171,0.93526,0.94506,0.90877,0.91073,0.93132,0.93849,0.83128,0.22652,0.60617,0.24871,0.00327,0,0.000100016,0.000100016,0.000100016
163,10915.4,0.38202,0.37315,0.22353,0.00271,0.12242,0.91881,0.93689,0.949,0.91161,0.913,0.93084,0.94152,0.83303,0.22423,0.60903,0.24815,0.00326,0,9.55951e-05,9.55951e-05,9.55951e-05
164,10982.5,0.3735,0.37412,0.22119,0.00269,0.12038,0.91682,0.93481,0.94818,0.91164,0.91092,0.92855,0.94032,0.83444,0.22408,0.60567,0.24956,0.00326,0,9.12754e-05,9.12754e-05,9.12754e-05
165,11050.6,0.37099,0.37866,0.21628,0.0027,0.12757,0.91658,0.93012,0.94832,0.91224,0.90798,0.92095,0.94027,0.83574,0.22343,0.61083,0.24887,0.00328,0,8.70577e-05,8.70577e-05,8.70577e-05
166,11117.5,0.38061,0.37218,0.22043,0.00279,0.1279,0.91265,0.93502,0.94992,0.91502,0.90414,0.92618,0.94292,0.83958,0.22508,0.61978,0.24022,0.00331,0,8.29431e-05,8.29431e-05,8.29431e-05
167,11182.4,0.37715,0.36619,0.21732,0.00294,0.12376,0.91088,0.94145,0.948,0.9119,0.90622,0.93509,0.94093,0.83717,0.22369,0.61942,0.24852,0.00328,0,7.89327e-05,7.89327e-05,7.89327e-05
168,11247.2,0.37575,0.37044,0.21225,0.00265,0.12635,0.90179,0.94387,0.94433,0.90845,0.9092,0.9175,0.93746,0.83142,0.22333,0.61996,0.25337,0.00326,0,7.50274e-05,7.50274e-05,7.50274e-05
169,11312.8,0.38084,0.36002,0.21935,0.00272,0.11935,0.92223,0.93093,0.94683,0.91037,0.91633,0.92468,0.94079,0.83587,0.22386,0.61759,0.24229,0.00326,0,7.12282e-05,7.12282e-05,7.12282e-05
170,11377.7,0.36912,0.35074,0.21216,0.00274,0.11488,0.92643,0.93133,0.94439,0.90798,0.92064,0.92512,0.93804,0.8338,0.22219,0.61315,0.25448,0.00325,0,6.7536e-05,6.7536e-05,6.7536e-05
171,11445.4,0.37549,0.37175,0.21468,0.00265,0.11955,0.92417,0.93009,0.94307,0.90721,0.91822,0.92379,0.93658,0.83276,0.22201,0.60944,0.25664,0.00323,0,6.39518e-05,6.39518e-05,6.39518e-05
172,11511.9,0.37221,0.35935,0.22442,0.00276,0.14613,0.91568,0.92721,0.94318,0.90857,0.90977,0.92092,0.93749,0.83299,0.22113,0.61263,0.24819,0.00325,0,6.04763e-05,6.04763e-05,6.04763e-05
173,11576.8,0.3685,0.35333,0.21543,0.00268,0.12301,0.91837,0.92953,0.94207,0.90717,0.9125,0.92326,0.93636,0.8332,0.22183,0.61619,0.25625,0.00323,0,5.71106e-05,5.71106e-05,5.71106e-05
174,11644.2,0.3693,0.37382,0.21416,0.00259,0.11623,0.92547,0.91928,0.94289,0.90807,0.9195,0.91298,0.93622,0.83352,0.22157,0.61607,0.25886,0.00323,0,5.38554e-05,5.38554e-05,5.38554e-05
175,11708.4,0.36773,0.36191,0.2072,0.00266,0.12366,0.92332,0.92721,0.94541,0.91029,0.91749,0.92092,0.9401,0.83464,0.22061,0.6233,0.24492,0.0032,0,5.07115e-05,5.07115e-05,5.07115e-05
176,11773.3,0.36813,0.36814,0.2126,0.00265,0.12718,0.903,0.93833,0.94556,0.91084,0.90366,0.92312,0.94013,0.83489,0.22002,0.62014,0.24951,0.00318,0,4.76796e-05,4.76796e-05,4.76796e-05
177,11836.8,0.36443,0.37171,0.20597,0.00264,0.11226,0.90258,0.94215,0.94608,0.91084,0.90534,0.92612,0.94079,0.83773,0.21924,0.61795,0.25214,0.00319,0,4.47606e-05,4.47606e-05,4.47606e-05
178,11902,0.36234,0.35089,0.20896,0.00262,0.11887,0.89532,0.9431,0.94099,0.90695,0.91535,0.90995,0.93756,0.83168,0.21921,0.61719,0.25441,0.00319,0,4.19552e-05,4.19552e-05,4.19552e-05
179,11967.3,0.36612,0.36025,0.20979,0.00264,0.12419,0.90284,0.93689,0.94108,0.90606,0.89718,0.93071,0.93764,0.82969,0.22046,0.61939,0.25794,0.00318,0,3.9264e-05,3.9264e-05,3.9264e-05
180,12031.6,0.37056,0.35292,0.21326,0.00266,0.12871,0.91852,0.92505,0.93768,0.90315,0.91227,0.919,0.93307,0.8268,0.22123,0.61541,0.25635,0.00321,0,3.66877e-05,3.66877e-05,3.66877e-05
181,12097.8,0.37084,0.34208,0.2124,0.00267,0.12024,0.91942,0.92666,0.93746,0.90232,0.91348,0.92037,0.93261,0.82453,0.22125,0.61852,0.26264,0.00319,0,3.4227e-05,3.4227e-05,3.4227e-05
182,12161.9,0.36076,0.34868,0.20668,0.00263,0.1247,0.92507,0.92379,0.94163,0.90643,0.9191,0.9175,0.93416,0.82873,0.22181,0.61971,0.2553,0.00322,0,3.18825e-05,3.18825e-05,3.18825e-05
183,12228,0.36996,0.38062,0.21017,0.00262,0.12873,0.92308,0.92092,0.94016,0.90429,0.91707,0.91462,0.93373,0.82864,0.22157,0.62234,0.25668,0.0032,0,2.96546e-05,2.96546e-05,2.96546e-05
184,12293.8,0.36633,0.35213,0.2134,0.00262,0.12247,0.92302,0.92379,0.94188,0.90896,0.91703,0.9175,0.93589,0.83099,0.22107,0.62055,0.25619,0.00322,0,2.75441e-05,2.75441e-05,2.75441e-05
185,12358.6,0.36347,0.381,0.21343,0.00259,0.12788,0.93034,0.92049,0.94186,0.90831,0.92181,0.91481,0.93568,0.83006,0.22217,0.61857,0.25351,0.00324,0,2.55513e-05,2.55513e-05,2.55513e-05
186,12423.2,0.37072,0.35909,0.21357,0.00272,0.12046,0.92464,0.92122,0.94114,0.90696,0.91866,0.91493,0.93481,0.82943,0.22221,0.61241,0.25404,0.00324,0,2.36769e-05,2.36769e-05,2.36769e-05
187,12487.5,0.36189,0.35045,0.21026,0.00263,0.1149,0.92733,0.91676,0.94037,0.90605,0.91872,0.90885,0.93396,0.82892,0.22123,0.60938,0.25617,0.0032,0,2.19212e-05,2.19212e-05,2.19212e-05
188,12551.5,0.37396,0.36147,0.2161,0.00269,0.12225,0.92426,0.92301,0.94015,0.90612,0.91829,0.91671,0.93406,0.82867,0.22197,0.60974,0.25737,0.00323,0,2.02847e-05,2.02847e-05,2.02847e-05
189,12616.2,0.36712,0.36669,0.21543,0.0027,0.11826,0.9204,0.92185,0.93958,0.90559,0.91448,0.91588,0.9335,0.82823,0.22177,0.60906,0.2588,0.0032,0,1.87678e-05,1.87678e-05,1.87678e-05
190,12681.2,0.36456,0.34996,0.21041,0.00263,0.11341,0.92025,0.92379,0.9396,0.90565,0.91436,0.9175,0.93358,0.82876,0.22065,0.60935,0.25737,0.00321,0,1.73709e-05,1.73709e-05,1.73709e-05
191,12745.7,0.29286,0.32673,0.17416,0.00346,0.08951,0.9025,0.93985,0.93631,0.90072,0.8969,0.92908,0.93204,0.82657,0.22501,0.62476,0.26606,0.0033,0,1.60943e-05,1.60943e-05,1.60943e-05
192,12811.3,0.29118,0.30779,0.16942,0.00332,0.0747,0.91036,0.92712,0.93744,0.90012,0.90478,0.91762,0.93173,0.82808,0.22581,0.64367,0.26219,0.00334,0,1.49383e-05,1.49383e-05,1.49383e-05
193,12875.4,0.2956,0.31575,0.16031,0.00336,0.07445,0.9048,0.93584,0.93692,0.89831,0.90842,0.91073,0.93101,0.82809,0.22762,0.65357,0.2643,0.00334,0,1.39032e-05,1.39032e-05,1.39032e-05
194,12940,0.29106,0.31692,0.16017,0.00319,0.0799,0.90452,0.93362,0.93569,0.89638,0.89911,0.9235,0.93011,0.82615,0.22649,0.65815,0.26983,0.00331,0,1.29893e-05,1.29893e-05,1.29893e-05
195,13002.9,0.29661,0.31647,0.16257,0.00343,0.06744,0.90943,0.93088,0.93476,0.89518,0.9024,0.92269,0.92904,0.82443,0.22628,0.66037,0.26945,0.0033,0,1.21968e-05,1.21968e-05,1.21968e-05
196,13065.4,0.2909,0.32468,0.15519,0.00344,0.0684,0.90469,0.93399,0.93523,0.89565,0.9041,0.92144,0.92967,0.82491,0.22809,0.6618,0.2647,0.00331,0,1.15259e-05,1.15259e-05,1.15259e-05
